datetime,power(kWh),speed(m/s),pascal(hPa)
2020-07-15,584.0,2.4,1003.8
2020-07-16,2468.0,2.4,1004.8
2020-07-17,9968.0,2.1,1006.8
2020-07-18,12160.0,1.6,1006.8
2020-07-19,6360.0,3.5,1004.4
2020-07-20,0.0,2.5,1007
2020-07-21,3772.0,1.3,1010
2020-07-22,18780.0,2.3,1008.3
2020-07-23,31080.0,3.8,1002.9
2020-07-24,25692.0,4.8,997.6
2020-07-25,24912.0,2.1,1002
2020-07-26,26824.0,1.5,1005.4
2020-07-27,29008.0,2.2,1005.4
2020-07-28,13944.0,3.5,1008.4
2020-07-29,24300.0,3.1,1010.8
2020-07-30,15960.0,2.9,1012.6
2020-07-31,5328.0,0.2,1012.5
2020-08-01,64.0,0.1,1010.2
2020-08-02,1396.0,0.1,1008.9
2020-08-03,484.0,0.1,1009
2020-08-04,1996.0,0.1,1010.3
2020-08-05,5048.0,0.1,1010.8
2020-08-06,3872.0,4.2,1008.3
2020-08-07,4620.0,4,1005.6
2020-08-08,5696.0,4.8,1003
2020-08-09,21876.0,4.8,1003.5
2020-08-10,21920.0,3.2,1002.9
2020-08-11,20216.0,3.8,1009.1
2020-08-12,2864.0,3.3,1011.7
2020-08-13,16204.0,4.2,1009.3
2020-08-14,31616.0,4.2,1007.1
2020-08-15,11396.0,3.3,1008.5
2020-08-16,1612.0,2.5,1010
2020-08-17,1768.0,1.8,1011.7
2020-08-18,1284.0,1.7,1010.8
2020-08-19,2780.0,2.1,1009.3
2020-08-20,9084.0,1.7,1010.1
2020-08-21,14128.0,2,1011.3
2020-08-22,2724.0,2,1009.5
2020-08-23,608.0,1.8,1005.9
2020-08-24,560.0,2.5,1003.1
2020-08-25,5264.0,5.5,1000.7
2020-08-26,8024.0,7.8,996
2020-08-27,1976.0,4,1001.9
2020-08-28,2672.0,2.4,1005.2
2020-08-29,7208.0,2.5,1007.4
2020-08-30,3224.0,1.4,1008.7
2020-08-31,308.0,3.1,1008.6
2020-09-01,6640.0,3.7,1004.5
2020-09-02,772.0,7.7,986.5
2020-09-03,3988.0,4.1,1003
2020-09-04,4232.0,1.6,1011.4
2020-09-05,14548.0,2.5,1010.4
2020-09-06,4040.0,3.8,998.9
2020-09-07,428.0,5,995.4
2020-09-08,17672.0,2.9,1010.6
2020-09-09,8832.0,2.7,1009.2
2020-09-10,2884.0,1.5,1007.2
2020-09-11,11460.0,1.6,1009.4
2020-09-12,7536.0,1.7,1010.5
2020-09-13,8616.0,2.3,1012.5
2020-09-14,9824.0,1.6,1012.1
2020-09-15,3472.0,1.9,1010.5
2020-09-16,10760.0,1.6,1007.5
2020-09-17,20852.0,1.5,1008.9
2020-09-18,15220.0,2.1,1013.2
2020-09-19,15260.0,2.1,1015.2
2020-09-20,33856.0,2.3,1015
2020-09-21,9848.0,2.2,1014.7
2020-09-22,11108.0,4.1,1013.3
2020-09-23,8948.0,4.2,1012.1
2020-09-24,3736.0,4.1,1009.8
2020-09-25,7708.0,2,1008.8
2020-09-26,2180.0,1.8,1012
2020-09-27,320.0,3.4,1014.8
2020-09-28,484.0,3.5,1013.5
2020-09-29,1016.0,2.3,1008.6
2020-09-30,6060.0,2.1,1007.9
2020-10-01,26408.0,2.2,1011.6
2020-10-02,25220.0,1.7,1013.5
2020-10-03,13092.0,1.6,1013.1
2020-10-04,26108.0,1.4,1010.6
2020-10-05,17868.0,3,1014.8
2020-10-06,9384.0,2.4,1018.1
2020-10-07,16060.0,3.9,1019.6
2020-10-08,14660.0,5.6,1019.2
2020-10-09,180.0,4.6,1017.2
2020-10-10,7964.0,2.3,1015.4
2020-10-11,12792.0,2.6,1013.1
2020-10-12,11396.0,2.9,1013
2020-10-13,22460.0,3,1017.1
2020-10-14,20920.0,2.5,1020.9
2020-10-15,6104.0,2.1,1021.2
2020-10-16,6496.0,2,1019.9
2020-10-17,11736.0,2.3,1020
2020-10-18,12140.0,2.3,1020.3
2020-10-19,6540.0,2.2,1021.2
2020-10-20,12432.0,2.8,1021.9
2020-10-21,7340.0,2.3,1015.3
2020-10-22,12284.0,2.6,1011.3
2020-10-23,17788.0,3.7,1013
2020-10-24,18692.0,3.8,1017.1
2020-10-25,26900.0,2.7,1018.2
2020-10-26,13124.0,2.6,1017.1
2020-10-27,4920.0,2.3,1018.2
2020-10-28,8580.0,2.3,1019.6
2020-10-29,9472.0,2.8,1020.2
2020-10-30,6328.0,2.9,1021.2
2020-10-31,8704.0,2.6,1022.1
2020-11-01,828.0,2,1018.6
2020-11-02,8604.0,2,1017.5
2020-11-03,3792.0,3,1019.1
2020-11-04,3948.0,2.6,1022.3
2020-11-05,12588.0,2.1,1023.6
2020-11-06,25180.0,1.4,1018.9
2020-11-07,24216.0,2.4,1016.7
2020-11-08,16968.0,3.5,1020.5
2020-11-09,11088.0,2.9,1023.1
2020-11-10,15572.0,2.4,1025.4
2020-11-11,6476.0,2.5,1028.4
2020-11-12,4064.0,2.1,1026.9
2020-11-13,23496.0,2.5,1024.7
2020-11-14,5712.0,2.5,1025.2
2020-11-15,3808.0,1.7,1024.3
2020-11-16,22712.0,2.2,1021.9
2020-11-17,38624.0,2.2,1020.7
2020-11-18,31212.0,4.1,1015
2020-11-19,14544.0,4.8,1009
2020-11-20,5784.0,3.7,1015.7
2020-11-21,4372.0,2.4,1019.1
2020-11-22,3592.0,2.5,1019
2020-11-23,11948.0,3.5,1023.8
2020-11-24,41788.0,3.5,1023.7
2020-11-25,12232.0,3,1023.3
2020-11-26,21464.0,2.2,1022.9
2020-11-27,18704.0,3.5,1023.5
2020-11-28,10124.0,3.1,1025.4
2020-11-29,2548.0,1.9,1026.7
2020-11-30,9488.0,1.9,1030.9
2020-12-01,33016.0,2.2,1029.9
2020-12-02,7000.0,2.2,1025
2020-12-03,3703.0,2.7,1025.8
2020-12-04,16508.0,2.6,1026.6
2020-12-05,33324.0,2.3,1027.1
2020-12-06,26692.0,2.6,1025.4
2020-12-07,15588.0,2.3,1024.8
2020-12-08,3220.0,1.9,1025.3
2020-12-09,4968.0,2.1,1022.5
2020-12-10,13368.0,2.3,1019.6
2020-12-11,21904.0,1.2,1017.1
2020-12-12,3144.0,2.5,1015.9
2020-12-13,7760.0,2.6,1016.8
2020-12-14,2948.0,3.1,1024.4
2020-12-15,3232.0,2.3,1027.2
2020-12-16,14652.0,1.9,1027.4
2020-12-17,31420.0,1.8,1027.4
2020-12-18,43488.0,1.8,1026.2
2020-12-19,7684.0,3.1,1029
2020-12-20,8664.0,2.2,1029.1
2020-12-21,10336.0,1.8,1027.1
2020-12-22,10664.0,2.3,1024.6
2020-12-23,6984.0,2.1,1020.5
2020-12-24,2312.0,2.6,1016
2020-12-25,22196.0,3.1,1021.6
2020-12-26,24980.0,1.6,1023.2
2020-12-27,872.0,2.7,1017.5
2020-12-28,9628.0,1.9,1020.1
2020-12-29,20232.0,2.6,1015.3
2020-12-30,43640.0,5.4,1019.1
